"STATION","NAME","DATE","AWND","PRCP","SNOW","TMAX","TMIN","WT01","WT02","WT03","WT08"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-04","5.59","0.00",,"73","57",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-05","4.92","0.11",,"73","55",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-06","5.37","0.00",,"76","54",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-07","9.17","0.00",,"76","53",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-08","8.50","0.04",,"66","43",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-09","4.25","0.14",,"58","42","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-10","4.03","0.00",,"72","46",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-11","6.04","0.00",,"76","50",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-12","7.83","0.00",,"81","52",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-13","7.38","0.00",,"79","57",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-14","7.83","0.09",,"71","54","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-15","7.38","0.13",,"60","48","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-16","6.49","0.00",,"68","46",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-17","3.80","0.00",,"76","49",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-18","6.49","0.01",,"70","51",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-19","3.80","0.00",,"74","48",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-20","2.01","0.00",,"62","53",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-21","5.82","0.00",,"76","58",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-22","7.16","0.00",,"74","51",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-23","3.80","0.28",,"61","49","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-24","3.58","0.55",,"68","51","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-25","3.13","0.00",,"75","54",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-26","4.03","0.00",,"81","57",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-27","4.70","0.00",,"84","58",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-28","5.37","0.00",,"87","59",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-29","5.82","0.00",,"85","64",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-30","4.25","0.00",,"92","63",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-05-31","3.80","0.00",,"96","66",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-01","8.05","0.00",,"95","68",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-02","5.82","0.00",,"93","67",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-03","6.93","0.00",,"90","61",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-04","9.84","0.00",,"91","59",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-05","8.72","0.23",,"76","58","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-06","6.71","0.43",,"70","59","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-07","3.58","0.00",,"81","55",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-08","5.37","0.00",,"90","60",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-09","3.36","0.04",,"84","64",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-10","3.80","0.58",,"79","60","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-11","5.37","0.05",,"80","61",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-12","2.91","0.00",,"84","62",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-13","3.80","0.00",,"89","64",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-14","4.92","0.00",,"94","66",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-15","4.92","0.00",,"97","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-16",,"0.00",,"99","72",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-17","4.03","0.00",,"99","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-18","4.47","0.00",,"101","71",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-19","4.25","0.00",,"101","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-20","4.25","0.00",,"104","70",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-21",,"0.00",,"104","72",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-22","5.37","0.00",,"102","70",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-23","4.92","0.00",,"101","71",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-24","7.61","0.00",,"101","74",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-25","4.47","0.00",,"103","73",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-26","3.13","0.00",,"106","76",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-27","4.47","0.00",,"105","75",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-28","4.70","0.00",,"103","74",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-29","3.80","0.00",,"104","77",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-06-30","5.14","0.00",,"106","77",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-01","5.14","0.00",,"107","79",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-02","7.16","0.00",,"102","79",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-03","5.37","0.00",,"98","76",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-04","6.71","0.00",,"92","77",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-05","5.14","0.00",,"99","74",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-06","4.70","0.00",,"88","70",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-07","4.47","0.19",,"87","65",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-08","4.70","0.05",,"87","64",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-09","9.40","0.00",,"90","61",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-10","5.82","0.00","0.0","89","63",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-11","6.26","0.02",,"92","63",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-12","6.71","0.00",,"96","68",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-13","7.61","0.00",,"95","70",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-14","7.61","0.00",,"93","72",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-15","7.61","0.00",,"96","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-16","5.37","0.00",,"98","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-17","5.59","0.00",,"98","70",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-18","5.59","0.04",,"90","65",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-19","3.36","0.00",,"84","63",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-20","3.80","0.24",,"81","67","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-21","3.80","0.00",,"91","64",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-22","4.92","0.00",,"95","68",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-23","4.03","0.00",,"96","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-24","4.70","0.00",,"96","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-25","4.03","0.00",,"97","68",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-26","5.14","0.00",,"99","70",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-27","6.71","0.00",,"98","73",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-28","4.25","0.00",,"97","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-29","5.82","0.00",,"98","70",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-30","5.14","0.00",,"97","71",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-07-31","7.61","0.00",,"98","75",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-01","4.47","0.00",,"93","76",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-02","5.59","0.26",,"81","66","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-03","3.36","0.00",,"96","65",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-04","4.47","0.00",,"99","71",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-05","5.59","0.00",,"102","71",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-06","5.82","0.00",,"101","71",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-07","5.37","0.84",,"79","64","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-08","6.04","0.01",,"87","65",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-09","5.82","0.00",,"89","67",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-10","3.80","0.00",,"91","66",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-11","3.36","0.05",,"79","68",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-12","3.58","0.04",,"84","67",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-13","3.80","0.00",,"92","68",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-14","4.47","0.00","0.0","99","70",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-15","4.47","0.00",,"100","73",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-16","4.25","0.00",,"101","74",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-17","6.04","0.00",,"102","76",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-18","6.49","0.00","0.0","101","77",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-19","3.58","0.00",,"97","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-20","4.92","0.00",,"100","71",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-21","4.92","0.00",,"98","72",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-22","4.92","0.00",,"97","72",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-23","3.36","0.00",,"98","70",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-24","4.47","0.00",,"99","70",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-25","8.05","0.04",,"96","69",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-26","4.47","0.02",,"82","68",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-27","3.13","0.00",,"91","66",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-28","3.36","0.00",,"96","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-29","4.92","0.00",,"99","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-30","6.49","0.04",,"92","68",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-08-31","4.92","0.00",,"89","65",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-01","6.49","0.00",,"90","67",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-02","5.82","0.00",,"92","68",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-03","7.61","0.00",,"92","68",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-04","6.49","0.03",,"89","70",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-05","7.38","0.00",,"88","66",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-06","5.37","0.00",,"88","67",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-07","4.92","0.00",,"91","69",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-08","3.58","0.00",,"93","67",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-09","3.80","0.00",,"94","67",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-10","3.36","0.00",,"96","66",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-11","3.13","0.00",,"96","65",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-12","3.80","0.00",,"98","64",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-13","5.82","0.02",,"92","67",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-14","6.04","0.39",,"83","62","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-15","6.93","0.02",,"83","61",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-16","6.26","0.00",,"84","61",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-17","5.14","0.00",,"84","63",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-18","2.68","0.00",,"83","59",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-19","3.13","0.00",,"87","59",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-20","2.91","0.00",,"90","60",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-21","4.92","0.00",,"86","62",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-22","3.58","0.00",,"83","67",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-23","2.46","0.00",,"89","62",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-24","3.80","0.00",,"92","61",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-25","3.58","0.00",,"92","63",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-26","4.03","0.00",,"90","64",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-27","4.70","0.00",,"92","63",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-28","3.36","0.00",,"92","68",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-29","3.36","0.00",,"93","67",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-09-30","3.13","0.00",,"91","67",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-01","5.59","0.00",,"93","65",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-02","9.40","0.00",,"83","63",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-03","4.03","0.00",,"79","55",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-04","6.04","0.01",,"79","58",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-05","4.70","0.39",,"65","54","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-06","2.24","0.14",,"64","54","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-07","2.24","0.00",,"73","56",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-08","2.01","0.00",,"80","54",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-09","3.58","0.00",,"81","57",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-10","3.80","0.00",,"82","58",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-11","3.58","0.00",,"85","60",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-12","2.68","0.00",,"84","58",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-13","2.24","0.00",,"85","55",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-14","2.68","0.00",,"84","56",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-15","3.13","0.00",,"84","55",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-16","4.70","0.01",,"77","61",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-17","3.36","0.09",,"71","58","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-18","3.36","0.02",,"70","57","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-19","4.70","0.35",,"69","52","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-20","3.80","0.22",,"62","52","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-21","2.68","0.41",,"63","51","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-22","2.01","0.00",,"64","50",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-23","3.13","0.00",,"68","50",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-24","2.68","0.00",,"69","47",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-25","2.91","0.00",,"67","49",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-26","3.13","0.06",,"69","51","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-27","4.03","0.00",,"72","47",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-28","3.36","0.00",,"64","47",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-29","3.80","0.08",,"59","49","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-30","6.49","0.00",,"65","49",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-10-31","3.13","0.00",,"69","45",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-01","3.13","0.00","0.0","69","46",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-02","6.49","0.00","0.0","75","46",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-03","13.42","0.01",,"66","45",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-04","4.47","0.13",,"52","39","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-05","4.70","0.00","0.0","53","39","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-06","2.24","0.00","0.0","53","35",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-07","3.80","0.00","0.0","53","35",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-08","3.13","0.00","0.0","56","35",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-09","3.80","0.00","0.0","62","37",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-10","9.17","0.03",,"55","42",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-11","6.71","0.00","0.0","55","37",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-12","1.57","0.00",,"53","32",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-13","1.34","0.00",,"54","33",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-14","0.89","0.00",,"55","32",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-15","2.91","0.01",,"53","34",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-16","7.61","0.00",,"47","37",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-17","11.18","0.00",,"54","37",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-18","2.91","0.00",,"58","36",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-19","2.46","0.00",,"58","36",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-20","3.58","0.00",,"60","38",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-21","2.01","0.00",,"52","33",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-22","1.34","0.00",,"50","28",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-23","1.57","0.00",,"50","29",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-24","4.03","0.00",,"56","31",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-25","7.83","0.00",,"63","39",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-26","2.68","0.00",,"50","32",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-27","3.36","0.00",,"47","30",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-28","3.80","0.02",,"43","28","    1",,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-29","4.03","0.00",,"42","26",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-11-30","3.80","0.00",,"42","24",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-01","2.68","0.00",,"45","25",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-02","1.57","0.00",,"46","25",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-03","1.12","0.00",,"47","27",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-04","2.01","0.00",,"48","29",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-05","2.46","0.00",,"51","30",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-06","1.34","0.00",,"49","29",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-07","1.79","0.00",,"46","28",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-08","2.01","0.00",,"51","33",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-09","1.57","0.00",,"49","34",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-10","2.68","0.00",,"55","34",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-11","11.18","0.00",,"59","38",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-12","7.16","0.00",,"50","34",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-13","2.91","0.00",,"46","28",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-14","9.40","0.00",,"45","34",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-15","8.72","0.00",,"43","32",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-16","2.68","0.00",,"41","25",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-17","4.25","0.00",,"41","21",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-18","1.12","0.00",,"44","26",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-19","1.79","0.00",,"44","27",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-20","5.59","0.00",,"48","31",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-21","3.80","0.00",,"48","32",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-22","4.92","0.01",,"51","40",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-23","6.93","0.00",,"53","32",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-24","3.80","0.00",,"38","26",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-25","8.05","0.02",,"37","26","    1",,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-26","13.42","0.00",,"37","25",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-27","2.68","0.00",,"35","19",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-28","2.24","0.00",,"37","23",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-29","1.57","0.00",,"38","21",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-30","2.24","0.00",,"40","24",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2015-12-31","6.26","0.00",,"38","24",,,,
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2016-01-01","3.36","0.00",,"37","20",,,,"    1"
"USW00003162","PAGE MUNICIPAL AIRPORT, AZ US","2016-01-02","2.91","0.00",,"39","25",,,,"    1"
